Date,Time,ST,GS,Check,Weight,Unit,Pump-Status,Voltage (V),Current (A),Power (W),Energy (Wh),Operation Time,Flow (L/min),Frequency (Hz),Total Flow (L),Intake Air Temperature (°C),Intake Air Velocity,Intake Air Humidity (%),Outtake Air Temperature (°C),Outtake Air Velocity,Outtake Air Humidity (% )
2026-03-24,14:27:36,ST,GS,+,12.5341,kg,0,121.2,1.533,185.8,9.09,00:02:21,2.421,113.1,3.5697,29.1,2.75 m/s,33.2,20.5,1.2 m/s,37.9
2026-03-24,14:27:37,ST,GS,+,12.5341,kg,0,121.2,1.533,185.8,9.09,00:02:22,2.421,113.1,3.5697,29.1,2.75 m/s,33.2,20.5,1.2 m/s,37.9
2026-03-24,14:27:38,ST,GS,+,12.5341,kg,0,121.2,1.533,185.8,9.09,00:02:23,2.421,113.1,3.5697,29.1,2.75 m/s,33.2,20.5,1.2 m/s,37.9
2026-03-24,14:27:39,ST,GS,+,12.5341,kg,0,121.2,1.533,185.8,9.09,00:02:24,2.421,113.1,3.5697,29.1,2.75 m/s,33.2,20.5,1.2 m/s,37.9
2026-03-24,14:27:40,ST,GS,+,12.5341,kg,0,121.2,1.533,185.8,9.09,00:02:25,2.421,113.1,3.5697,29.1,2.75 m/s,33.2,20.5,1.2 m/s,37.9
2026-03-24,14:27:41,ST,GS,+,12.5341,kg,0,121.2,1.533,185.8,9.09,00:02:26,2.421,113.1,3.5697,29.1,2.75 m/s,33.2,20.5,1.2 m/s,37.9
2026-03-24,14:27:42,ST,GS,+,12.5341,kg,0,121.2,1.533,185.8,9.09,00:02:27,2.421,113.1,3.5697,29.1,2.75 m/s,33.2,20.5,1.2 m/s,37.9
2026-03-24,14:27:43,ST,GS,+,12.5341,kg,0,121.2,1.533,185.8,9.09,00:02:28,2.421,113.1,3.5697,29.1,2.75 m/s,33.2,20.5,1.2 m/s,37.9
2026-03-24,14:27:44,ST,GS,+,12.5341,kg,0,121.2,1.533,185.8,9.09,00:02:29,2.421,113.1,3.5697,29.1,2.75 m/s,33.2,20.5,1.2 m/s,37.9
2026-03-24,14:27:45,ST,GS,+,14.0549,kg,0,120.3,2.15,258.6,9.808,00:02:30,1.001,46.7,3.7365,27.0,2.23 m/s,33.0,26.0,1.87 m/s,31.8
2026-03-24,14:27:46,ST,GS,+,14.0549,kg,0,120.3,2.15,258.6,9.808,00:02:31,1.001,46.7,3.7365,27.0,2.23 m/s,33.0,26.0,1.87 m/s,31.8
2026-03-24,14:27:47,ST,GS,+,14.0549,kg,0,120.3,2.15,258.6,9.808,00:02:32,1.001,46.7,3.7365,27.0,2.23 m/s,33.0,26.0,1.87 m/s,31.8
2026-03-24,14:27:48,ST,GS,+,14.0549,kg,0,120.3,2.15,258.6,9.808,00:02:33,1.001,46.7,3.7365,27.0,2.23 m/s,33.0,26.0,1.87 m/s,31.8
2026-03-24,14:27:49,ST,GS,+,14.0549,kg,0,120.3,2.15,258.6,9.808,00:02:34,1.001,46.7,3.7365,27.0,2.23 m/s,33.0,26.0,1.87 m/s,31.8
2026-03-24,14:27:50,ST,GS,+,14.0549,kg,0,120.3,2.15,258.6,9.808,00:02:35,1.001,46.7,3.7365,27.0,2.23 m/s,33.0,26.0,1.87 m/s,31.8
2026-03-24,14:27:51,ST,GS,+,14.0549,kg,0,120.3,2.15,258.6,9.808,00:02:36,1.001,46.7,3.7365,27.0,2.23 m/s,33.0,26.0,1.87 m/s,31.8
2026-03-24,14:27:52,ST,GS,+,14.0549,kg,0,120.3,2.15,258.6,9.808,00:02:37,1.001,46.7,3.7365,27.0,2.23 m/s,33.0,26.0,1.87 m/s,31.8
2026-03-24,14:27:53,ST,GS,+,14.0549,kg,0,120.3,2.15,258.6,9.808,00:02:38,1.001,46.7,3.7365,27.0,2.23 m/s,33.0,26.0,1.87 m/s,31.8
2026-03-24,14:27:54,ST,GS,+,14.0549,kg,0,120.3,2.15,258.6,9.808,00:02:39,1.001,46.7,3.7365,27.0,2.23 m/s,33.0,26.0,1.87 m/s,31.8
2026-03-24,14:27:55,ST,GS,+,14.9921,kg,0,121.4,1.111,134.9,10.183,00:02:40,1.651,77.1,4.0117,29.5,1.32 m/s,40.2,18.5,1.48 m/s,44.0
2026-03-24,14:27:56,ST,GS,+,14.9921,kg,0,121.4,1.111,134.9,10.183,00:02:41,1.651,77.1,4.0117,29.5,1.32 m/s,40.2,18.5,1.48 m/s,44.0
2026-03-24,14:27:57,ST,GS,+,14.9921,kg,0,121.4,1.111,134.9,10.183,00:02:42,1.651,77.1,4.0117,29.5,1.32 m/s,40.2,18.5,1.48 m/s,44.0
2026-03-24,14:27:58,ST,GS,+,14.9921,kg,0,121.4,1.111,134.9,10.183,00:02:43,1.651,77.1,4.0117,29.5,1.32 m/s,40.2,18.5,1.48 m/s,44.0
2026-03-24,14:27:59,ST,GS,+,14.9921,kg,0,121.4,1.111,134.9,10.183,00:02:44,1.651,77.1,4.0117,29.5,1.32 m/s,40.2,18.5,1.48 m/s,44.0
2026-03-24,14:28:01,ST,GS,+,14.9921,kg,0,121.4,1.111,134.9,10.183,00:02:45,1.651,77.1,4.0117,29.5,1.32 m/s,40.2,18.5,1.48 m/s,44.0
2026-03-24,14:28:02,ST,GS,+,14.9921,kg,0,121.4,1.111,134.9,10.183,00:02:46,1.651,77.1,4.0117,29.5,1.32 m/s,40.2,18.5,1.48 m/s,44.0
2026-03-24,14:28:03,ST,GS,+,14.9921,kg,0,121.4,1.111,134.9,10.183,00:02:47,1.651,77.1,4.0117,29.5,1.32 m/s,40.2,18.5,1.48 m/s,44.0
2026-03-24,14:28:04,ST,GS,+,14.9921,kg,0,121.4,1.111,134.9,10.183,00:02:48,1.651,77.1,4.0117,29.5,1.32 m/s,40.2,18.5,1.48 m/s,44.0
2026-03-24,14:28:05,ST,GS,+,14.9921,kg,0,121.4,1.111,134.9,10.183,00:02:49,1.651,77.1,4.0117,29.5,1.32 m/s,40.2,18.5,1.48 m/s,44.0
2026-03-24,14:28:06,ST,GS,+,15.2523,kg,0,121.1,1.867,226.1,10.811,00:02:50,2.0,93.4,4.345,28.5,0.73 m/s,39.0,20.9,0.42 m/s,43.3
2026-03-24,14:28:07,ST,GS,+,15.2523,kg,0,121.1,1.867,226.1,10.811,00:02:51,2.0,93.4,4.345,28.5,0.73 m/s,39.0,20.9,0.42 m/s,43.3
2026-03-24,14:28:08,ST,GS,+,15.2523,kg,0,121.1,1.867,226.1,10.811,00:02:52,2.0,93.4,4.345,28.5,0.73 m/s,39.0,20.9,0.42 m/s,43.3
2026-03-24,14:28:09,ST,GS,+,15.2523,kg,0,121.1,1.867,226.1,10.811,00:02:53,2.0,93.4,4.345,28.5,0.73 m/s,39.0,20.9,0.42 m/s,43.3
2026-03-24,14:28:10,ST,GS,+,15.2523,kg,0,121.1,1.867,226.1,10.811,00:02:54,2.0,93.4,4.345,28.5,0.73 m/s,39.0,20.9,0.42 m/s,43.3
2026-03-24,14:28:11,ST,GS,+,15.2523,kg,0,121.1,1.867,226.1,10.811,00:02:55,2.0,93.4,4.345,28.5,0.73 m/s,39.0,20.9,0.42 m/s,43.3
2026-03-24,14:28:12,ST,GS,+,15.2523,kg,0,121.1,1.867,226.1,10.811,00:02:56,2.0,93.4,4.345,28.5,0.73 m/s,39.0,20.9,0.42 m/s,43.3
2026-03-24,14:28:13,ST,GS,+,15.2523,kg,0,121.1,1.867,226.1,10.811,00:02:57,2.0,93.4,4.345,28.5,0.73 m/s,39.0,20.9,0.42 m/s,43.3
2026-03-24,14:28:14,ST,GS,+,15.2523,kg,0,121.1,1.867,226.1,10.811,00:02:58,2.0,93.4,4.345,28.5,0.73 m/s,39.0,20.9,0.42 m/s,43.3
2026-03-24,14:28:15,ST,GS,+,15.2523,kg,0,121.1,1.867,226.1,10.811,00:02:59,2.0,93.4,4.345,28.5,0.73 m/s,39.0,20.9,0.42 m/s,43.3
2026-03-24,14:28:16,ST,GS,+,15.5291,kg,0,118.2,1.128,133.3,11.181,00:03:00,1.485,69.3,4.5925,27.3,1.29 m/s,27.3,18.1,1.76 m/s,31.0
2026-03-24,14:28:17,ST,GS,+,15.5291,kg,0,118.2,1.128,133.3,11.181,00:03:01,1.485,69.3,4.5925,27.3,1.29 m/s,27.3,18.1,1.76 m/s,31.0
2026-03-24,14:28:18,ST,GS,+,15.5291,kg,0,118.2,1.128,133.3,11.181,00:03:02,1.485,69.3,4.5925,27.3,1.29 m/s,27.3,18.1,1.76 m/s,31.0
2026-03-24,14:28:19,ST,GS,+,15.5291,kg,0,118.2,1.128,133.3,11.181,00:03:03,1.485,69.3,4.5925,27.3,1.29 m/s,27.3,18.1,1.76 m/s,31.0
2026-03-24,14:28:20,ST,GS,+,15.5291,kg,0,118.2,1.128,133.3,11.181,00:03:04,1.485,69.3,4.5925,27.3,1.29 m/s,27.3,18.1,1.76 m/s,31.0
2026-03-24,14:28:21,ST,GS,+,15.5291,kg,0,118.2,1.128,133.3,11.181,00:03:05,1.485,69.3,4.5925,27.3,1.29 m/s,27.3,18.1,1.76 m/s,31.0
2026-03-24,14:28:22,ST,GS,+,15.5291,kg,0,118.2,1.128,133.3,11.181,00:03:06,1.485,69.3,4.5925,27.3,1.29 m/s,27.3,18.1,1.76 m/s,31.0
2026-03-24,14:28:23,ST,GS,+,15.5291,kg,0,118.2,1.128,133.3,11.181,00:03:07,1.485,69.3,4.5925,27.3,1.29 m/s,27.3,18.1,1.76 m/s,31.0
2026-03-24,14:28:24,ST,GS,+,15.5291,kg,0,118.2,1.128,133.3,11.181,00:03:08,1.485,69.3,4.5925,27.3,1.29 m/s,27.3,18.1,1.76 m/s,31.0
2026-03-24,14:28:25,ST,GS,+,15.5291,kg,0,118.2,1.128,133.3,11.181,00:03:09,1.485,69.3,4.5925,27.3,1.29 m/s,27.3,18.1,1.76 m/s,31.0
2026-03-24,14:28:26,ST,GS,+,16.2277,kg,0,118.4,2.701,319.8,12.069,00:03:10,1.301,60.8,4.8093,26.3,0.61 m/s,42.7,25.6,2.36 m/s,32.4
2026-03-24,14:28:27,ST,GS,+,16.2277,kg,0,118.4,2.701,319.8,12.069,00:03:11,1.301,60.8,4.8093,26.3,0.61 m/s,42.7,25.6,2.36 m/s,32.4
2026-03-24,14:28:28,ST,GS,+,16.2277,kg,0,118.4,2.701,319.8,12.069,00:03:12,1.301,60.8,4.8093,26.3,0.61 m/s,42.7,25.6,2.36 m/s,32.4
2026-03-24,14:28:29,ST,GS,+,16.2277,kg,0,118.4,2.701,319.8,12.069,00:03:13,1.301,60.8,4.8093,26.3,0.61 m/s,42.7,25.6,2.36 m/s,32.4
2026-03-24,14:28:30,ST,GS,+,16.2277,kg,0,118.4,2.701,319.8,12.069,00:03:14,1.301,60.8,4.8093,26.3,0.61 m/s,42.7,25.6,2.36 m/s,32.4
2026-03-24,14:28:31,ST,GS,+,16.2277,kg,0,118.4,2.701,319.8,12.069,00:03:15,1.301,60.8,4.8093,26.3,0.61 m/s,42.7,25.6,2.36 m/s,32.4
2026-03-24,14:28:32,ST,GS,+,16.2277,kg,0,118.4,2.701,319.8,12.069,00:03:16,1.301,60.8,4.8093,26.3,0.61 m/s,42.7,25.6,2.36 m/s,32.4
2026-03-24,14:28:33,ST,GS,+,16.2277,kg,0,118.4,2.701,319.8,12.069,00:03:17,1.301,60.8,4.8093,26.3,0.61 m/s,42.7,25.6,2.36 m/s,32.4
2026-03-24,14:28:34,ST,GS,+,16.2277,kg,0,118.4,2.701,319.8,12.069,00:03:18,1.301,60.8,4.8093,26.3,0.61 m/s,42.7,25.6,2.36 m/s,32.4
2026-03-24,14:28:35,ST,GS,+,16.2277,kg,0,118.4,2.701,319.8,12.069,00:03:19,1.301,60.8,4.8093,26.3,0.61 m/s,42.7,25.6,2.36 m/s,32.4
2026-03-24,14:28:36,ST,GS,+,16.6797,kg,0,118.1,1.587,187.4,12.59,00:03:20,2.19,102.3,5.1743,29.5,1.98 m/s,33.4,29.1,1.79 m/s,30.7
2026-03-24,14:28:37,ST,GS,+,16.6797,kg,0,118.1,1.587,187.4,12.59,00:03:21,2.19,102.3,5.1743,29.5,1.98 m/s,33.4,29.1,1.79 m/s,30.7
2026-03-24,14:28:38,ST,GS,+,16.6797,kg,0,118.1,1.587,187.4,12.59,00:03:22,2.19,102.3,5.1743,29.5,1.98 m/s,33.4,29.1,1.79 m/s,30.7
2026-03-24,14:28:39,ST,GS,+,16.6797,kg,0,118.1,1.587,187.4,12.59,00:03:23,2.19,102.3,5.1743,29.5,1.98 m/s,33.4,29.1,1.79 m/s,30.7
2026-03-24,14:28:40,ST,GS,+,16.6797,kg,0,118.1,1.587,187.4,12.59,00:03:24,2.19,102.3,5.1743,29.5,1.98 m/s,33.4,29.1,1.79 m/s,30.7
2026-03-24,14:28:41,ST,GS,+,16.6797,kg,0,118.1,1.587,187.4,12.59,00:03:26,2.19,102.3,5.1743,29.5,1.98 m/s,33.4,29.1,1.79 m/s,30.7
2026-03-24,14:28:42,ST,GS,+,16.6797,kg,0,118.1,1.587,187.4,12.59,00:03:27,2.19,102.3,5.1743,29.5,1.98 m/s,33.4,29.1,1.79 m/s,30.7
2026-03-24,14:28:43,ST,GS,+,16.6797,kg,0,118.1,1.587,187.4,12.59,00:03:28,2.19,102.3,5.1743,29.5,1.98 m/s,33.4,29.1,1.79 m/s,30.7
2026-03-24,14:28:44,ST,GS,+,16.6797,kg,0,118.1,1.587,187.4,12.59,00:03:29,2.19,102.3,5.1743,29.5,1.98 m/s,33.4,29.1,1.79 m/s,30.7
2026-03-24,14:28:45,ST,GS,+,16.6797,kg,0,118.1,1.587,187.4,12.59,00:03:30,2.19,102.3,5.1743,29.5,1.98 m/s,33.4,29.1,1.79 m/s,30.7
2026-03-24,14:28:46,ST,GS,+,18.0266,kg,0,120.6,1.953,235.5,13.244,00:03:31,2.388,111.5,5.5723,24.2,2.98 m/s,35.3,18.2,2.36 m/s,48.8
2026-03-24,14:28:47,ST,GS,+,18.0266,kg,0,120.6,1.953,235.5,13.244,00:03:32,2.388,111.5,5.5723,24.2,2.98 m/s,35.3,18.2,2.36 m/s,48.8
2026-03-24,14:28:48,ST,GS,+,18.0266,kg,0,120.6,1.953,235.5,13.244,00:03:33,2.388,111.5,5.5723,24.2,2.98 m/s,35.3,18.2,2.36 m/s,48.8
2026-03-24,14:28:49,ST,GS,+,18.0266,kg,0,120.6,1.953,235.5,13.244,00:03:34,2.388,111.5,5.5723,24.2,2.98 m/s,35.3,18.2,2.36 m/s,48.8
2026-03-24,14:28:50,ST,GS,+,18.0266,kg,0,120.6,1.953,235.5,13.244,00:03:35,2.388,111.5,5.5723,24.2,2.98 m/s,35.3,18.2,2.36 m/s,48.8
2026-03-24,14:28:51,ST,GS,+,18.0266,kg,0,120.6,1.953,235.5,13.244,00:03:36,2.388,111.5,5.5723,24.2,2.98 m/s,35.3,18.2,2.36 m/s,48.8
2026-03-24,14:28:52,ST,GS,+,18.0266,kg,0,120.6,1.953,235.5,13.244,00:03:37,2.388,111.5,5.5723,24.2,2.98 m/s,35.3,18.2,2.36 m/s,48.8
2026-03-24,14:28:53,ST,GS,+,18.0266,kg,0,120.6,1.953,235.5,13.244,00:03:38,2.388,111.5,5.5723,24.2,2.98 m/s,35.3,18.2,2.36 m/s,48.8
2026-03-24,14:28:54,ST,GS,+,18.0266,kg,0,120.6,1.953,235.5,13.244,00:03:39,2.388,111.5,5.5723,24.2,2.98 m/s,35.3,18.2,2.36 m/s,48.8
2026-03-24,14:28:55,ST,GS,+,18.0266,kg,0,118.6,0.793,94.0,13.505,00:03:40,2.388,111.5,5.5723,24.2,2.98 m/s,35.3,18.2,2.36 m/s,48.8
2026-03-24,14:28:56,ST,GS,+,19.012,kg,0,118.6,0.793,94.0,13.505,00:03:41,1.67,78.0,5.8507,20.4,1.34 m/s,38.2,29.0,0.47 m/s,45.3
2026-03-24,14:28:57,ST,GS,+,19.012,kg,0,118.6,0.793,94.0,13.505,00:03:42,1.67,78.0,5.8507,20.4,1.34 m/s,38.2,29.0,0.47 m/s,45.3
2026-03-24,14:28:58,ST,GS,+,19.012,kg,0,118.6,0.793,94.0,13.505,00:03:43,1.67,78.0,5.8507,20.4,1.34 m/s,38.2,29.0,0.47 m/s,45.3
2026-03-24,14:28:59,ST,GS,+,19.012,kg,0,118.6,0.793,94.0,13.505,00:03:44,1.67,78.0,5.8507,20.4,1.34 m/s,38.2,29.0,0.47 m/s,45.3
2026-03-24,14:29:00,ST,GS,+,19.012,kg,0,118.6,0.793,94.0,13.505,00:03:45,1.67,78.0,5.8507,20.4,1.34 m/s,38.2,29.0,0.47 m/s,45.3
2026-03-24,14:29:01,ST,GS,+,19.012,kg,0,118.6,0.793,94.0,13.505,00:03:46,1.67,78.0,5.8507,20.4,1.34 m/s,38.2,29.0,0.47 m/s,45.3
2026-03-24,14:29:02,ST,GS,+,19.012,kg,0,118.6,0.793,94.0,13.505,00:03:47,1.67,78.0,5.8507,20.4,1.34 m/s,38.2,29.0,0.47 m/s,45.3
2026-03-24,14:29:03,ST,GS,+,19.012,kg,0,118.6,0.793,94.0,13.505,00:03:48,1.67,78.0,5.8507,20.4,1.34 m/s,38.2,29.0,0.47 m/s,45.3
2026-03-24,14:29:04,ST,GS,+,19.012,kg,0,118.6,0.793,94.0,13.505,00:03:49,1.67,78.0,5.8507,20.4,1.34 m/s,38.2,29.0,0.47 m/s,45.3
2026-03-24,14:29:05,ST,GS,+,20.7543,kg,0,119.8,0.568,68.0,13.694,00:03:50,2.02,94.3,6.1873,20.4,2.2 m/s,27.2,25.3,0.67 m/s,32.8
2026-03-24,14:29:06,ST,GS,+,20.7543,kg,0,119.8,0.568,68.0,13.694,00:03:51,2.02,94.3,6.1873,20.4,2.2 m/s,27.2,25.3,0.67 m/s,32.8
2026-03-24,14:29:07,ST,GS,+,20.7543,kg,0,119.8,0.568,68.0,13.694,00:03:52,2.02,94.3,6.1873,20.4,2.2 m/s,27.2,25.3,0.67 m/s,32.8
2026-03-24,14:29:08,ST,GS,+,20.7543,kg,0,119.8,0.568,68.0,13.694,00:03:53,2.02,94.3,6.1873,20.4,2.2 m/s,27.2,25.3,0.67 m/s,32.8
2026-03-24,14:29:09,ST,GS,+,20.7543,kg,0,119.8,0.568,68.0,13.694,00:03:54,2.02,94.3,6.1873,20.4,2.2 m/s,27.2,25.3,0.67 m/s,32.8
2026-03-24,14:29:10,ST,GS,+,20.7543,kg,0,119.8,0.568,68.0,13.694,00:03:55,2.02,94.3,6.1873,20.4,2.2 m/s,27.2,25.3,0.67 m/s,32.8
2026-03-24,14:29:11,ST,GS,+,20.7543,kg,0,119.8,0.568,68.0,13.694,00:03:56,2.02,94.3,6.1873,20.4,2.2 m/s,27.2,25.3,0.67 m/s,32.8
2026-03-24,14:29:12,ST,GS,+,20.7543,kg,0,119.8,0.568,68.0,13.694,00:03:57,2.02,94.3,6.1873,20.4,2.2 m/s,27.2,25.3,0.67 m/s,32.8
2026-03-24,14:29:13,ST,GS,+,20.7543,kg,0,119.8,0.568,68.0,13.694,00:03:58,2.02,94.3,6.1873,20.4,2.2 m/s,27.2,25.3,0.67 m/s,32.8
2026-03-24,14:29:14,ST,GS,+,20.7543,kg,0,119.8,0.568,68.0,13.694,00:03:59,2.02,94.3,6.1873,20.4,2.2 m/s,27.2,25.3,0.67 m/s,32.8
2026-03-24,14:29:15,ST,GS,+,22.2798,kg,0,119.6,2.994,358.1,14.689,00:04:00,0.889,41.5,6.3355,22.5,1.53 m/s,37.9,29.4,0.68 m/s,49.2
2026-03-24,14:29:16,ST,GS,+,22.2798,kg,0,119.6,2.994,358.1,14.689,00:04:01,0.889,41.5,6.3355,22.5,1.53 m/s,37.9,29.4,0.68 m/s,49.2
2026-03-24,14:29:17,ST,GS,+,22.2798,kg,0,119.6,2.994,358.1,14.689,00:04:02,0.889,41.5,6.3355,22.5,1.53 m/s,37.9,29.4,0.68 m/s,49.2
2026-03-24,14:29:18,ST,GS,+,22.2798,kg,0,119.6,2.994,358.1,14.689,00:04:03,0.889,41.5,6.3355,22.5,1.53 m/s,37.9,29.4,0.68 m/s,49.2
2026-03-24,14:29:19,ST,GS,+,22.2798,kg,0,119.6,2.994,358.1,14.689,00:04:04,0.889,41.5,6.3355,22.5,1.53 m/s,37.9,29.4,0.68 m/s,49.2
2026-03-24,14:29:20,ST,GS,+,22.2798,kg,0,119.6,2.994,358.1,14.689,00:04:05,0.889,41.5,6.3355,22.5,1.53 m/s,37.9,29.4,0.68 m/s,49.2
2026-03-24,14:29:21,ST,GS,+,22.2798,kg,0,119.6,2.994,358.1,14.689,00:04:06,0.889,41.5,6.3355,22.5,1.53 m/s,37.9,29.4,0.68 m/s,49.2
2026-03-24,14:29:23,ST,GS,+,22.2798,kg,0,119.6,2.994,358.1,14.689,00:04:07,0.889,41.5,6.3355,22.5,1.53 m/s,37.9,29.4,0.68 m/s,49.2
2026-03-24,14:29:24,ST,GS,+,22.2798,kg,0,119.6,2.994,358.1,14.689,00:04:08,0.889,41.5,6.3355,22.5,1.53 m/s,37.9,29.4,0.68 m/s,49.2
2026-03-24,14:29:25,ST,GS,+,22.2798,kg,0,119.6,2.994,358.1,14.689,00:04:09,0.889,41.5,6.3355,22.5,1.53 m/s,37.9,29.4,0.68 m/s,49.2
2026-03-24,14:29:26,ST,GS,+,23.2768,kg,0,119.1,1.658,197.5,15.238,00:04:10,0.561,26.2,6.429,21.6,2.8 m/s,32.3,23.8,2.23 m/s,44.7
2026-03-24,14:29:27,ST,GS,+,23.2768,kg,0,119.1,1.658,197.5,15.238,00:04:11,0.561,26.2,6.429,21.6,2.8 m/s,32.3,23.8,2.23 m/s,44.7
2026-03-24,14:29:28,ST,GS,+,23.2768,kg,0,119.1,1.658,197.5,15.238,00:04:12,0.561,26.2,6.429,21.6,2.8 m/s,32.3,23.8,2.23 m/s,44.7
2026-03-24,14:29:29,ST,GS,+,23.2768,kg,0,119.1,1.658,197.5,15.238,00:04:13,0.561,26.2,6.429,21.6,2.8 m/s,32.3,23.8,2.23 m/s,44.7
2026-03-24,14:29:30,ST,GS,+,23.2768,kg,0,119.1,1.658,197.5,15.238,00:04:14,0.561,26.2,6.429,21.6,2.8 m/s,32.3,23.8,2.23 m/s,44.7
2026-03-24,14:29:31,ST,GS,+,23.2768,kg,0,119.1,1.658,197.5,15.238,00:04:15,0.561,26.2,6.429,21.6,2.8 m/s,32.3,23.8,2.23 m/s,44.7
2026-03-24,14:29:32,ST,GS,+,23.2768,kg,0,119.1,1.658,197.5,15.238,00:04:16,0.561,26.2,6.429,21.6,2.8 m/s,32.3,23.8,2.23 m/s,44.7
2026-03-24,14:29:33,ST,GS,+,23.2768,kg,0,119.1,1.658,197.5,15.238,00:04:17,0.561,26.2,6.429,21.6,2.8 m/s,32.3,23.8,2.23 m/s,44.7
2026-03-24,14:29:34,ST,GS,+,23.2768,kg,0,119.1,1.658,197.5,15.238,00:04:18,0.561,26.2,6.429,21.6,2.8 m/s,32.3,23.8,2.23 m/s,44.7
2026-03-24,14:29:35,ST,GS,+,23.2768,kg,0,119.1,1.658,197.5,15.238,00:04:19,0.561,26.2,6.429,21.6,2.8 m/s,32.3,23.8,2.23 m/s,44.7
2026-03-24,14:29:36,ST,GS,+,23.4611,kg,0,118.5,2.168,256.9,15.951,00:04:20,1.2,56.0,6.629,22.3,2.47 m/s,41.2,29.7,0.36 m/s,36.2
2026-03-24,14:29:37,ST,GS,+,23.4611,kg,0,118.5,2.168,256.9,15.951,00:04:21,1.2,56.0,6.629,22.3,2.47 m/s,41.2,29.7,0.36 m/s,36.2
2026-03-24,14:29:38,ST,GS,+,23.4611,kg,0,118.5,2.168,256.9,15.951,00:04:22,1.2,56.0,6.629,22.3,2.47 m/s,41.2,29.7,0.36 m/s,36.2
2026-03-24,14:29:39,ST,GS,+,23.4611,kg,0,118.5,2.168,256.9,15.951,00:04:23,1.2,56.0,6.629,22.3,2.47 m/s,41.2,29.7,0.36 m/s,36.2
2026-03-24,14:29:40,ST,GS,+,23.4611,kg,0,118.5,2.168,256.9,15.951,00:04:24,1.2,56.0,6.629,22.3,2.47 m/s,41.2,29.7,0.36 m/s,36.2
2026-03-24,14:29:41,ST,GS,+,23.4611,kg,0,118.5,2.168,256.9,15.951,00:04:25,1.2,56.0,6.629,22.3,2.47 m/s,41.2,29.7,0.36 m/s,36.2
2026-03-24,14:29:42,ST,GS,+,23.4611,kg,0,118.5,2.168,256.9,15.951,00:04:26,1.2,56.0,6.629,22.3,2.47 m/s,41.2,29.7,0.36 m/s,36.2
2026-03-24,14:29:43,ST,GS,+,23.4611,kg,0,118.5,2.168,256.9,15.951,00:04:27,1.2,56.0,6.629,22.3,2.47 m/s,41.2,29.7,0.36 m/s,36.2
2026-03-24,14:29:44,ST,GS,+,23.4611,kg,0,118.5,2.168,256.9,15.951,00:04:28,1.2,56.0,6.629,22.3,2.47 m/s,41.2,29.7,0.36 m/s,36.2
2026-03-24,14:29:45,ST,GS,+,23.4611,kg,0,118.5,2.168,256.9,15.951,00:04:29,1.2,56.0,6.629,22.3,2.47 m/s,41.2,29.7,0.36 m/s,36.2
2026-03-24,14:29:46,ST,GS,+,24.5719,kg,0,122.0,1.244,151.8,16.373,00:04:30,0.077,3.6,6.6418,20.4,2.68 m/s,42.8,23.7,1.66 m/s,38.5
2026-03-24,14:29:47,ST,GS,+,24.5719,kg,0,122.0,1.244,151.8,16.373,00:04:31,0.077,3.6,6.6418,20.4,2.68 m/s,42.8,23.7,1.66 m/s,38.5
2026-03-24,14:29:48,ST,GS,+,24.5719,kg,0,122.0,1.244,151.8,16.373,00:04:32,0.077,3.6,6.6418,20.4,2.68 m/s,42.8,23.7,1.66 m/s,38.5
2026-03-24,14:29:49,ST,GS,+,24.5719,kg,0,122.0,1.244,151.8,16.373,00:04:33,0.077,3.6,6.6418,20.4,2.68 m/s,42.8,23.7,1.66 m/s,38.5
2026-03-24,14:29:50,ST,GS,+,24.5719,kg,0,122.0,1.244,151.8,16.373,00:04:34,0.077,3.6,6.6418,20.4,2.68 m/s,42.8,23.7,1.66 m/s,38.5
2026-03-24,14:29:51,ST,GS,+,24.5719,kg,0,122.0,1.244,151.8,16.373,00:04:35,0.077,3.6,6.6418,20.4,2.68 m/s,42.8,23.7,1.66 m/s,38.5
2026-03-24,14:29:52,ST,GS,+,24.5719,kg,0,122.0,1.244,151.8,16.373,00:04:36,0.077,3.6,6.6418,20.4,2.68 m/s,42.8,23.7,1.66 m/s,38.5
2026-03-24,14:29:53,ST,GS,+,24.5719,kg,0,122.0,1.244,151.8,16.373,00:04:37,0.077,3.6,6.6418,20.4,2.68 m/s,42.8,23.7,1.66 m/s,38.5
2026-03-24,14:29:54,ST,GS,+,24.5719,kg,0,122.0,1.244,151.8,16.373,00:04:38,0.077,3.6,6.6418,20.4,2.68 m/s,42.8,23.7,1.66 m/s,38.5
2026-03-24,14:29:55,ST,GS,+,24.5719,kg,0,122.0,1.244,151.8,16.373,00:04:39,0.077,3.6,6.6418,20.4,2.68 m/s,42.8,23.7,1.66 m/s,38.5
2026-03-24,14:29:56,ST,GS,+,25.8588,kg,0,120.2,2.874,345.5,17.333,00:04:40,1.965,91.8,6.9693,33.8,0.89 m/s,32.4,29.5,0.3 m/s,35.3
2026-03-24,14:29:57,ST,GS,+,25.8588,kg,0,120.2,2.874,345.5,17.333,00:04:41,1.965,91.8,6.9693,33.8,0.89 m/s,32.4,29.5,0.3 m/s,35.3
2026-03-24,14:29:58,ST,GS,+,25.8588,kg,0,120.2,2.874,345.5,17.333,00:04:42,1.965,91.8,6.9693,33.8,0.89 m/s,32.4,29.5,0.3 m/s,35.3
